"powieść";1;0.00131578947368
"Newa";1;0.00131578947368
"Praga";1;0.00131578947368
"Adam";1;0.00131578947368
"skarb";1;0.00131578947368
"cecha czynności";1;0.00131578947368
"własność sądów i decyzji";1;0.00131578947368
"cecha fizyczna";1;0.00131578947368
"sport";1;0.00131578947368
"własność rozumowania lub rozumowań";1;0.00131578947368
"Hellada";1;0.00131578947368
"stary kontynent";1;0.00131578947368
"majątek";1;0.00131578947368
"wartość";1;0.00131578947368
"Stanisławów";1;0.00131578947368
"wirus";1;0.00131578947368
"nera";1;0.00131578947368
"zmiana";1;0.00131578947368
"Kolumbia";1;0.00131578947368
"Kraj Kwitnącej Wiśni";1;0.00131578947368
"rok";2;0.00263157894737
"Szczecin";2;0.00263157894737
"przecięcie";2;0.00263157894737
"zakłócenie";2;0.00263157894737
"część";2;0.00263157894737
"majątek nieruchomy";2;0.00263157894737
"napis";2;0.00263157894737
"akt płciowy";2;0.00263157894737
"Lach";2;0.00263157894737
"charakter pisma";2;0.00263157894737
"Drawa";2;0.00263157894737
"Chopin";2;0.00263157894737
"ciuch";2;0.00263157894737
"zabieg";2;0.00263157894737
"Olsztyn";2;0.00263157894737
"kwota";2;0.00263157894737
"tło";2;0.00263157894737
"cykl";2;0.00263157894737
"relacja";2;0.00263157894737
"punkt";2;0.00263157894737
"bronek";2;0.00263157894737
"Mokotów";2;0.00263157894737
"lokal";2;0.00263157894737
"Biebrza";2;0.00263157894737
"GERUNDIUM OD CZASOWNIKA DYNAMICZNEGO (AKCJA)";2;0.00263157894737
"umowa";2;0.00263157894737
"Przemyśl";2;0.00263157894737
"osoba prawna";2;0.00263157894737
"Gdańsk";2;0.00263157894737
"znaczenie";2;0.00263157894737
"baza";2;0.00263157894737
"rozstrzygnięcie";2;0.00263157894737
"legalny";2;0.00263157894737
"Lublin";2;0.00263157894737
"fundusz";2;0.00263157894737
"ciało";2;0.00263157894737
"Paryż";2;0.00263157894737
"plac";2;0.00263157894737
"Lizbona";2;0.00263157894737
"gratisowy";2;0.00263157894737
"Madagaskar";2;0.00263157894737
"komunikat";3;0.00394736842105
"Wrocław";3;0.00394736842105
"komponent";3;0.00394736842105
"Kraków";3;0.00394736842105
"sezon";3;0.00394736842105
"ciąg zdarzeń";4;0.00526315789474
"rozrywka";4;0.00526315789474
"zona";4;0.00526315789474
"środek lokomocji";4;0.00526315789474
"Herbert";4;0.00526315789474
"istota fantastyczna";4;0.00526315789474
"miejsce ze względu na przeznaczenie";4;0.00526315789474
"Ukraina";4;0.00526315789474
"Litwa";4;0.00526315789474
"środek płatniczy";4;0.00526315789474
"system";4;0.00526315789474
"stadium";4;0.00526315789474
"substancja";4;0.00526315789474
"Ostrołęka";4;0.00526315789474
"element";4;0.00526315789474
"wypowiedź";5;0.00657894736842
"informacja";6;0.00789473684211
"Polska";6;0.00789473684211
"strona";6;0.00789473684211
"zjawisko naturalne";6;0.00789473684211
"Warszawa";8;0.0105263157895
"koniec";8;0.0105263157895
"Poznań";10;0.0131578947368
"istota żywa";16;0.0210526315789
"obiekt budowlany";17;0.0223684210526
"osoba";28;0.0368421052632
"grupa";32;0.0421052631579
"jednostka";46;0.0605263157895
"rzecz";56;0.0736842105263
"wytwór";58;0.0763157894737
"CZASOWNIK należący do określonego pola leksykalnego";63;0.0828947368421
"CZASOWNIK STANOWY NDK";66;0.0868421052632
"CZASOWNIK DYNAMICZNY (AKCJA)";146;0.192105263158
