2;Co brać na przeziębienie?;http://www.mowimyjak.pl/zdrowie/choroby_i_profilaktyka/co-brac-na-przeziebienie-nim-siegniesz-po-leki-wyprobuj-naturalne-metody,96_33122.html;dis-med;QC_NONPER
6;Co robi Beata Kozidrak?;http://pl.wikipedia.org/wiki/Beata_Kozidrak;description;QC_NONPER
8;Co robi Kluzik-Rostkowska?;http://pl.wikipedia.org/wiki/Joanna_Kluzik-Rostkowska;description;QC_NONPER
19;Co to jest kox?;http://www.miejski.pl/slowo-Kox;definition;QC_DEF:BE
20;Co to jest książka?;http://pl.wikipedia.org/wiki/Ksi%C4%85%C5%Bcka;definition;QC_DEF:BE
24;Co to jest seks?;http://pl.wikipedia.org/wiki/Seks;definition;QC_DEF:BE
25;Co to jest ser?;http://pl.wikipedia.org/wiki/Ser;definition;QC_DEF:BE
27;Co to jest Wordnet?;http://search.blox.pl/2010/10/Daj-sie-zlapac-w-siec-slow-WordNet.html;definition;QC_DEF:BE
32;Co to szkoła?;http://pl.wikipedia.org/wiki/Szko%C5%82a_%28o%C5%9Bwiata%29;definition;QC_DEF:BE
43;Czy Berlin jest stolicą Francji?;http://pl.wikipedia.org/wiki/Berlin;yes-no;QC_DECISION
45;Czy Bydgoszcz leży nad Brdą?;http://pl.wikipedia.org/wiki/Bydgoszcz;yes-no;QC_DECISION
53;Czy Kijów jest stolicą Rosji?;http://pl.wikipedia.org/wiki/Kij%C3%B3w;yes-no;QC_DECISION
61;Czy Paryż leży we Francji?;http://pl.wikipedia.org/wiki/Pary%C5%BC;yes-no;QC_DECISION
63;Czy Poznań jest stolicą Polski?;http://pl.wikipedia.org/wiki/Stolica_Polski;yes-no;QC_DECISION
66;Czy Sorbona jest w Nicei?;http://pl.wikipedia.org/wiki/Sorbona;yes-no;QC_DECISION
70;Czy Statua Wolności jest w Paryżu?;http://pl.wikipedia.org/wiki/Statua_Wolno%C5%9Bci;yes-no;QC_DECISION
71;Czy Statua Wolności leży w Kalifornii?;http://pl.wikipedia.org/wiki/Statua_Wolno%C5%9Bci;yes-no;QC_DECISION
72;Czy Statua Wolności znajduje się w Kanadzie?;http://pl.wikipedia.org/wiki/Statua_Wolno%C5%9Bci;yes-no;QC_DECISION
73;Czy Statuła Wolności jest w Kanadzie?;http://pl.wikipedia.org/wiki/Statua_Wolno%C5%9Bci;yes-no;QC_DECISION
76;Czy UAM jest w Poznaniu?;http://amu.edu.pl/dzialalnosc/o-uam;yes-no;QC_DECISION
79;Czy USA leżą w Ameryce północnej?;http://pl.wikipedia.org/wiki/Stany_Zjednoczone;yes-no;QC_DECISION
81;Czy Wieża Eiffla jest w Paryżu?;http://pl.wikipedia.org/wiki/Wie%C5%BCa_Eiffla;yes-no;QC_DECISION
86;Czy borsuki mogą zabić?;http://www.sp-sadowa.edu.pl/strona/puszcza/dyplom/kampinos/swiat_zwierzat/ssaki/borsuk/index.html;yes-no;QC_DECISION
89;Czy francuska Sorbona leży w Paryżu?;http://pl.wikipedia.org/wiki/Sorbona;yes-no;QC_DECISION
92;Czy poznańska Katedra jest w Paryżu?;http://www.katedra.archpoznan.pl/;yes-no;QC_DECISION
93;Czy poznańska katedra jest we Francji?;http://www.katedra.archpoznan.pl/;yes-no;QC_DECISION
96;Czy Richardson jest z Zamachowskim?;http://www.plotek.pl/plotek/56,78649,11669113,Zakochani_Richardson_i_Zamachowski__Oficjalnie_razem.html;yes-no;QC_DECISION
105;Czy Włocławek leży nad Wisłą?;http://pl.wikipedia.org/wiki/Elektrownia_Wodna_we_W%C5%82oc%C5%82awku;yes-no;QC_DECISION
109;Dlaczego młodzi ludzie umierają?;http://f.kafeteria.pl/temat.php?id_p=3683370;reason ;QC_CAUSE
112;Gdzie Nergal będzie jurorem?;http://www.plotek.pl/plotek/1,116221,10270417,Nergal_jako_juror___jak_sobie_radzi_.html;event;QC_LOC:PLACE
115;Gdzie jest Olsztyn?;http://pl.wikipedia.org/wiki/Olsztyn;location-other;QC_LOC:PLACE
117;Gdzie jest Poznań?;http://www.zgapa.pl/zgapedia/Pozna%C5%84.html;location-other;QC_LOC:PLACE
118;Gdzie jest Rondo Kaponiera?;http://pl.wikipedia.org/wiki/Rondo_Kaponiera;location-other;QC_LOC:PLACE
119;Gdzie jest UAM?;http://amu.edu.pl/dzialalnosc/o-uam;location-other;QC_LOC:PLACE
121;Gdzie jest krzyż?;http://pl.wikipedia.org/wiki/Krzy%C5%BC_sprzed_Pa%C5%82acu_Prezydenckiego_w_Warszawie;location-other;QC_LOC:PLACE
122;Gdzie jest lotnisko Ławica?;http://pl.wikipedia.org/wiki/Port_lotniczy_Pozna%C5%84-%C5%81awica;location-other;QC_LOC:PLACE
123;Gdzie jest Ogród Japoński?;http://www.wroclaw.pl/ogrod_japonski.dhtml;location-other;QC_LOC:PLACE
127;Gdzie leży Paryż?;http://pl.wikipedia.org/wiki/Pary%C5%BC;location-other;QC_LOC:PLACE
128;Gdzie leży Poznań?;http://pl.wikipedia.org/wiki/Pozna%C5%84;location-other;QC_LOC:PLACE
129;Gdzie leży Warszawa?;http://pl.wikipedia.org/wiki/Warszawa;location-other;QC_LOC:PLACE
130;Gdzie leży rynek w Poznaniu?;http://pl.wikipedia.org/wiki/Stary_Rynek_w_Poznaniu;location-other;QC_LOC:PLACE
132;Gdzie mieszka Johnny Depp?;http://www.filmweb.pl/person/Johnny+Depp-29/discussion/Gdzie+dok%C5%82adnie+mieszka+Johnny-821832;location-other;QC_LOC:PLACE
135;Gdzie mieszka ksiądz Natanek?;http://www.fronda.pl/a/prywatni-rycerze-ks-natanka,14033.html;location-other;QC_LOC:PLACE
136;Gdzie mieszka yeti?;http://zapytaj.onet.pl/Category/026,001/2,627355,gdzie_mieszka_YETI.html;location-other;QC_LOC:PLACE
137;Gdzie na Ukrainie odbędą się mecze mistrzostw Europy?;http://pl.wikipedia.org/wiki/Mistrzostwa_Europy_w_Pi%C5%82ce_No%C5%BCnej_2012;location-other;QC_LOC:ORIG
138;Gdzie odbył się mecz z Grecją?;http://mistrzostwaeuropy.com/euro2012/mecz-polska-grecja-8-czerwca-2012.html;location-other;QC_LOC:PLACE
140;Gdzie rosną banany?;http://www.ayor.pl/s/banany;location-other;QC_LOC:PLACE
141;Gdzie są Plewiska?;http://pl.wikipedia.org/wiki/Plewiska;location-other;QC_LOC:PLACE
142;Gdzie umarł Rysiek z "Klanu"?;http://www.wirtualnemedia.pl/artykul/zmarl-rysiu-z-klanu;location-other;QC_LOC:PLACE
143;Gdzie urodził się Chopin?;http://pl.wikipedia.org/wiki/Fryderyk_Chopin;location-other;QC_LOC:PLACE
145;Gdzie znajdują się Plewiska?;http://pl.wikipedia.org/wiki/Plewiska;location-other;QC_LOC:PLACE
147;Ile koń ma nóg?;http://zapytaj.onet.pl/Category/001,005/2,16734842,Ile_kon_ma_nog.html;count;QC_QUANTITY:GEN
148;Ile lat ma Adam Lambert?;http://zapytaj.onet.pl/Category/019,001/2,7144630,ile_lat_ma_adam_lambert_.html;count;QC_QUANTITY:GEN
154;Ile lat ma James Bond?;http://www.wkrakowie.pl/zobacz/james-bond-ma-juz-50-lat;count;QC_QUANTITY:GEN
155;Ile lat ma Tusk?;http://zapytaj.onet.pl/Category/014,002/2,5240642,Ile_lat_ma_Donald_Tusk__.html;count;QC_QUANTITY:GEN
