hipi1;Co to piwo?;definition;QC_DEF:BE
hipi2;Co brać na przeziębienie?;dis-med;QC_NONPER
hipi3;Co będzie kluczem do zwycięstwa?;description;QC_NONPER
hipi6;Co robi Beata Kozidrak?;description;QC_NONPER
hipi7;Co robi Doda?;description;QC_NONPER
hipi8;Co robi Kluzik-Rostkowska?;description;QC_NONPER
hipi9;Co robi Tusk?;description;QC_NONPER
hipi10;Co robią studenci po filozofii?;description;QC_NONPER
hipi11;Co robił Donald Tusk?;description;QC_NONPER
hipi12;Co się stało w Kicku?;description;QC_NONPER
hipi13;Co to jest Hipisek?;definition;QC_DEF:BE
hipi14;Co to jest NFSnet?;definition;QC_DEF:BE
hipi15;Co to jest PO?;definition;QC_DEF:BE
hipi17;Co to jest jabłko?;definition;QC_DEF:BE
hipi19;Co to jest kox?;definition;QC_DEF:BE
hipi20;Co to jest książka?;definition;QC_DEF:BE
hipi22;Co to jest mózg?;definition;QC_DEF:PER
hipi24;Co to jest seks?;definition;QC_DEF:BE
hipi25;Co to jest ser?;definition;QC_DEF:BE
hipi27;Co to jest Wordnet?;definition;QC_DEF:BE
hipi28;Co to jest światło?;definition;QC_DEF:BE
hipi31;Co to reggae?;definition;QC_DEF:BE
hipi32;Co to szkoła?;definition;QC_DEF:BE
hipi34;Co z zakończeniem Mass Effect 3;description;QC_NONPER
hipi40;"Czy ""Dlaczego ja?"" jest na żywo?";yes-no;QC_DECISION
hipi41;Czy 30 Seconds to Mars będą w Polsce ?;yes-no;QC_DECISION
hipi43;Czy Berlin jest stolicą Francji?;yes-no;QC_DECISION
hipi44;Czy Berlin jest stolicą Niemiec?;yes-no;QC_DECISION
hipi45;Czy Bydgoszcz leży nad Brdą?;yes-no;QC_DECISION
hipi46;Czy Doda jest z Nergalem?;yes-no;QC_DECISION
hipi49;Czy Jared Leto jest pedałem?;yes-no;QC_DECISION
hipi53;Czy Kijów jest stolicą Rosji?;yes-no;QC_DECISION
hipi54;Czy Kraków leży w Polsce?;yes-no;QC_DECISION
hipi55;Czy Krzywa Wieża jest w Pizie?;yes-no;QC_DECISION
hipi57;Czy Mickiewicz urodził się w Polsce?;yes-no;QC_DECISION
hipi58;Czy Moskwa jest stolicą Rosji?;yes-no;QC_DECISION
hipi61;Czy Paryż leży we Francji?;yes-no;QC_DECISION
hipi62;Czy Polska leży na Ziemi?;yes-no;QC_DECISION
hipi63;Czy Poznań jest stolicą Polski?;yes-no;QC_DECISION
hipi64;Czy Selena Gomez jest w ciąży?;yes-no;QC_DECISION
hipi65;Czy Sheraton jest w Polsce?;yes-no;QC_DECISION
hipi66;Czy Sorbona jest w Nicei?;yes-no;QC_DECISION
hipi67;Czy Sorbona jest w Paryżu?;yes-no;QC_DECISION
hipi68;Czy Sorbona leży w Nicei?;yes-no;QC_DECISION
hipi69;Czy Statua Wolności jest w  Los Angeles?;yes-no;QC_DECISION
hipi70;Czy Statua Wolności jest w Paryżu?;yes-no;QC_DECISION
hipi71;Czy Statua Wolności leży w Kalifornii?;yes-no;QC_DECISION
hipi72;Czy Statua Wolności znajduje się w Kanadzie?;yes-no;QC_DECISION
hipi73;Czy Statuła Wolności jest w Kanadzie?;yes-no;QC_DECISION
hipi76;Czy UAM jest w Poznaniu?;yes-no;QC_DECISION
hipi79;Czy USA leżą w Ameryce północnej?;yes-no;QC_DECISION
hipi80;Czy Whitney Houston żyje?;yes-no;QC_DECISION
hipi81;Czy Wieża Eiffla jest w Paryżu?;yes-no;QC_DECISION
hipi86;Czy borsuki mogą zabić?;yes-no;QC_DECISION
hipi87;Czy borsuki są niebezpieczne?;yes-no;QC_DECISION
hipi89;Czy francuska Sorbona leży w Paryżu?;yes-no;QC_DECISION
hipi92;Czy poznańska Katedra jest w Paryżu?;yes-no;QC_DECISION
hipi93;Czy poznańska katedra jest we Francji?;yes-no;QC_DECISION
hipi95;Czy przez Włocławek płynie wisła?;yes-no;QC_DECISION
hipi96;Czy Richardson jest z Zamachowskim?;yes-no;QC_DECISION
hipi98;Czy studia są płatne?;yes-no;QC_DECISION
hipi99;Czy w Niemczech jest euro?;yes-no;QC_DECISION
hipi100;Czy w Świebodzinie jest pomnik Jezusa Chrystusa?;yes-no;QC_DECISION
hipi103;Czy Wawel jest w Europie?;yes-no;QC_DECISION
hipi105;Czy Włocławek leży nad Wisłą?;yes-no;QC_DECISION
hipi108;Czym jest Słowosieć?;definition;QC_DEF:BE
hipi109;Dlaczego młodzi ludzie umierają?;reason;QC_CAUSE
hipi112;Gdzie Nergal będzie jurorem?;media;QC_LOC:PLACE
hipi113;Gdzie aborcja jest legalna?;country;QC_LOC:PLACE
hipi114;Gdzie jest Kościół pw św;location-other;QC_LOC:PLACE
hipi115;Gdzie jest Olsztyn?;location-other;QC_LOC:PLACE
hipi116;Gdzie jest Opatówek?;location-other;QC_LOC:PLACE
hipi117;Gdzie jest Poznań?;location-other;QC_LOC:PLACE
hipi118;Gdzie jest Rondo Kaponiera?;location-other;QC_LOC:PLACE
hipi119;Gdzie jest UAM?;location-other;QC_LOC:PLACE
hipi120;Gdzie jest Wrocław?;location-other;QC_LOC:PLACE
hipi121;Gdzie jest krzyż?;location-other;QC_LOC:PLACE
hipi122;Gdzie jest lotnisko Ławica?;location-other;QC_LOC:PLACE
hipi123;Gdzie jest Ogród Japoński?;location-other;QC_LOC:PLACE
hipi125;Gdzie jest Ławica?;location-other;QC_LOC:PLACE
hipi126;Gdzie leży Nil?;location-other;QC_LOC:PLACE
hipi127;Gdzie leży Paryż?;location-other;QC_LOC:PLACE
hipi128;Gdzie leży Poznań?;location-other;QC_LOC:PLACE
hipi129;Gdzie leży Warszawa?;location-other;QC_LOC:PLACE
hipi130;Gdzie leży rynek w Poznaniu?;location-other;QC_LOC:PLACE
hipi132;Gdzie mieszka Johnny Depp?;location-other;QC_LOC:PLACE
hipi134;Gdzie mieszka Tusk?;location-other;QC_LOC:PLACE
hipi135;Gdzie mieszka ksiądz Natanek?;location-other;QC_LOC:PLACE
hipi136;Gdzie mieszka yeti?;location-other;QC_LOC:PLACE
hipi137;Gdzie na Ukrainie odbędą się mecze mistrzostw Europy?;location-other;QC_LOC:ORIG
hipi138;Gdzie odbył się mecz z Grecją?;location-other;QC_LOC:PLACE
hipi140;Gdzie rosną banany?;location-other;QC_LOC:PLACE
hipi141;Gdzie są Plewiska?;location-other;QC_LOC:PLACE
hipi142;Gdzie umarł Rysiek z "Klanu"?;location-other;QC_LOC:PLACE
hipi143;Gdzie urodził się Chopin?;location-other;QC_LOC:PLACE
hipi144;Gdzie znajduje się UAM?;location-other;QC_LOC:PLACE
hipi145;Gdzie znajdują się Plewiska?;location-other;QC_LOC:PLACE
hipi146;Ile jest ludzi na świecie?;count;QC_QUANTITY:GEN
hipi147;Ile koń ma nóg?;count;QC_QUANTITY:GEN
hipi148;Ile lat ma Adam Lambert?;count;QC_QUANTITY:GEN
hipi151;Ile lat ma Doda?;count;QC_QUANTITY:GEN
hipi152;Ile lat ma Donald Tusk?;count;QC_QUANTITY:GEN
hipi154;Ile lat ma James Bond?;count;QC_QUANTITY:GEN
hipi155;Ile lat ma Tusk?;count;QC_QUANTITY:GEN
hipi157;Ile lat ma Wałęsa?;count;QC_QUANTITY:GEN
hipi159;Ile lat trwa wojna w Darfurze?;count;QC_TEMP:PER
hipi160;Ile ludzie produkują śmieci rocznie?;numeric-other;QC_QUANTITY:GEN
hipi164;Ile nóg ma stonoga?;count;QC_QUANTITY:GEN
hipi165;Ile pieniędzy ma Bill Gates?;money;QC_QUANTITY:GEN
hipi166;Ile trofeum LM wygrał Real Madryt?;count;QC_QUANTITY:GEN
hipi167;Ile trwa ciąża?;period;QC_TEMP:PER
hipi169;Ile trwa okres kobiety?;period;QC_TEMP:PER
hipi170;Ile wzrostu ma raper Mezo?;size;QC_QUANTITY:GEN
hipi171;Ilu mieszkańców ma Radom?;count;QC_QUANTITY:GEN
hipi176;Jak ma na imię premier Tusk?;individual;QC_STATE:NAME
hipi178;Jak ma na imię Tusk?;individual;QC_STATE:NAME
hipi180;Jak mieć dzieci?;manner;QC_PROCEDURE
hipi181;Jak się ubiera hipiska?;manner;QC_PROCEDURE
