"warunek";1;0.000535045478866
"Herbert";1;0.000535045478866
"dowód";1;0.000535045478866
"Paweł";1;0.000535045478866
"brak";1;0.000535045478866
"ono";1;0.000535045478866
"Kraków";1;0.000535045478866
"Pompeje";1;0.000535045478866
"odrodzenie";1;0.000535045478866
"polski";1;0.000535045478866
"korpus językowy";1;0.000535045478866
"zmiana";1;0.000535045478866
"Stany Zjednoczone";1;0.000535045478866
"konweniować";1;0.000535045478866
"robić się";1;0.000535045478866
"rynek";2;0.00107009095773
"pigułka";2;0.00107009095773
"rozsądek";2;0.00107009095773
"służba";2;0.00107009095773
"służba wojskowa";2;0.00107009095773
"ciężar";2;0.00107009095773
"dziecko";2;0.00107009095773
"logos";2;0.00107009095773
"Gugle";2;0.00107009095773
"szach";2;0.00107009095773
"sędzia";2;0.00107009095773
"Wisła";2;0.00107009095773
"Lach";2;0.00107009095773
"graniczyć";2;0.00107009095773
"Ameryka";2;0.00107009095773
"promocja";2;0.00107009095773
"rada";2;0.00107009095773
"lecznictwo";2;0.00107009095773
"katastrofa";2;0.00107009095773
"spotykać";2;0.00107009095773
"zatrudnienie";2;0.00107009095773
"wybory";2;0.00107009095773
"pracodawca";2;0.00107009095773
"istota ludzka";2;0.00107009095773
"Smoleńsk";2;0.00107009095773
"członek";2;0.00107009095773
"paker";2;0.00107009095773
"kontrola";2;0.00107009095773
"zmienić się";2;0.00107009095773
"dumny";2;0.00107009095773
"głowa";2;0.00107009095773
"włos";2;0.00107009095773
"oficer";2;0.00107009095773
"głos";2;0.00107009095773
"mecz";2;0.00107009095773
"zagrać";3;0.0016051364366
"wydumać";3;0.0016051364366
"wskrzesić";3;0.0016051364366
"założyć";3;0.0016051364366
"ochraniać";3;0.0016051364366
"podkładać";3;0.0016051364366
"rodzina";3;0.0016051364366
"zsumować";3;0.0016051364366
"Polak";3;0.0016051364366
"odpowiedzialny";3;0.0016051364366
"rozwód";3;0.0016051364366
"być w mocy";4;0.00214018191546
"dziedzic";4;0.00214018191546
"zdradzić";4;0.00214018191546
"juror";4;0.00214018191546
"buddysta";4;0.00214018191546
"Warszawa";4;0.00214018191546
"epistoła";4;0.00214018191546
"kurta";4;0.00214018191546
"pisać";4;0.00214018191546
"biznes";4;0.00214018191546
"zyskiwać";5;0.00267522739433
"wylądować";5;0.00267522739433
"modlić się";5;0.00267522739433
"Polska";5;0.00267522739433
"Jan";6;0.00321027287319
"zniszczyć";6;0.00321027287319
"wolno";6;0.00321027287319
"obóz";6;0.00321027287319
"wygrać";6;0.00321027287319
"składać";6;0.00321027287319
"beatyfikować";6;0.00321027287319
"zawrzeć";6;0.00321027287319
"myć";6;0.00321027287319
"sejm";6;0.00321027287319
"barbarzyńca";6;0.00321027287319
"ślimak";6;0.00321027287319
"senat";6;0.00321027287319
"nacierać";6;0.00321027287319
"wprowadzić";6;0.00321027287319
"ciążyć";8;0.00428036383093
"patriota";8;0.00428036383093
"zestawienie";8;0.00428036383093
"anioł";8;0.00428036383093
"pizza";8;0.00428036383093
"kandydować";9;0.00481540930979
"znaleźć";9;0.00481540930979
"ubezpieczenie";10;0.00535045478866
"Bóg";10;0.00535045478866
"być";10;0.00535045478866
"minister";11;0.00588550026752
"B";12;0.00642054574639
"sprawować";12;0.00642054574639
"powoływać";18;0.00963081861958
"konkurować";18;0.00963081861958
"prezydent";18;0.00963081861958
"nazywać";20;0.0107009095773
"pojazd samochodowy";24;0.0128410914928
"zabić";36;0.0192616372392
"biskup rzymski";104;0.055644729802
"ktoś";1240;0.663456393793
